contrast_angle_0,contrast_angle_1,contrast_angle_2,contrast_angle_3,dissimilarity_angle_0,dissimilarity_angle_1,dissimilarity_angle_2,dissimilarity_angle_3,homogeneity_angle_0,homogeneity_angle_1,homogeneity_angle_2,homogeneity_angle_3,energy_angle_0,energy_angle_1,energy_angle_2,energy_angle_3,correlation_angle_0,correlation_angle_1,correlation_angle_2,correlation_angle_3,ASM_angle_0,ASM_angle_1,ASM_angle_2,ASM_angle_3,entropy,class
5050.1897058823515,6313.012041522491,4942.125995710786,5124.622422145325,20.395343137254915,25.291595540176843,19.984972426470588,20.62303729334869,0.7477316506399294,0.7537026719010969,0.7439495954271518,0.7661726597632766,0.5109083816532798,0.5190248755228541,0.5084505656648576,0.5244033040628782,0.8174117561293219,0.7716425060619143,0.8211603895444767,0.8146269944089007,0.26102737444357343,0.26938682141151427,0.2585219777249137,0.2749988253120635,0.04852970841674606,Cercospora_disease_otsu
7552.057383578431,8573.409104190698,6943.024463848035,7357.023360246066,30.21109068627453,34.15887735486353,27.833409926470605,29.38257593233374,0.724607763822509,0.7353244841644789,0.7260909387311815,0.7470349534150281,0.5760717474876164,0.5832737770799443,0.5767971236993571,0.5866165526307684,0.6973620737141407,0.6560467703208559,0.7208789602454916,0.7048521254646032,0.3318586582534361,0.34020829902910454,0.3326949219078515,0.34411897982040707,0.04886679455240915,Cercospora_disease_otsu
9076.268351715684,9915.32498269895,6049.273529411757,9587.251887735481,36.475428921568614,39.6726951172626,24.614031862745083,38.38705113417912,0.607149658349831,0.6293345496419656,0.6285418204288371,0.6327683503360672,0.3741925859557458,0.3903379098396999,0.3803912546591681,0.3916799228631065,0.6617306383130073,0.6303948079283831,0.7751612126012735,0.642618669743831,0.1400200913842482,0.15236368385802568,0.1446975066211761,0.15341316197404903,0.05054686786144106,Cercospora_disease_otsu
6079.382153799018,7155.495793925408,6413.314215686272,5471.549896193769,24.465977328431386,28.624898116109165,25.790808823529417,22.00701268742789,0.7270899653175693,0.7375488155674197,0.7186349064966849,0.7542759118847144,0.4561306591555951,0.4650941157058198,0.4509913060265279,0.47247789718118577,0.8067408330152315,0.772508611600543,0.7960953237072408,0.826044604497408,0.20805517822171768,0.2163125364641785,0.20339315811151337,0.22323536332475513,0.04879765699310193,Cercospora_disease_otsu
12145.338648897054,12631.411626297566,5498.596246936271,12653.951541714718,48.545143995098016,50.36267589388694,22.47991727941176,50.4544252210688,0.5705998184164915,0.5944542288395257,0.6235201642783459,0.5929326539909908,0.3480003915543044,0.36166426922619704,0.3675301480971744,0.3609305534904244,0.6022309638621686,0.5861865535369705,0.81977935700424,0.5854480007330337,0.12110427252194916,0.13080104363491912,0.13507840976033095,0.13027086444290412,0.05187663225420593,Cercospora_disease_otsu
6591.910202205885,7263.303206459059,4371.0840379901965,7087.259900038452,26.555545343137275,29.11469434832758,17.855667892156884,28.4242522106882,0.6897369502196427,0.7074046709266951,0.7054451373471626,0.7090537186241404,0.42912656917739334,0.44145301229527506,0.4358473294254479,0.4418103953870478,0.7907356778387176,0.7693526501487248,0.8610794234455386,0.7749429333753505,0.18414961237396016,0.19488076206457228,0.1899628945672949,0.1951964254720595,0.05039747834721071,Cercospora_disease_otsu
13024.887499999997,13700.337270280661,8101.949984681367,13316.156585928484,52.00591299019611,54.570903498654346,32.70513174019607,53.0637754709727,0.5631940112162481,0.5850071898212001,0.5996152672887857,0.5889929491450729,0.3309419214376196,0.3433377539644353,0.34372568628024286,0.34516216069209554,0.5959370455384461,0.5749687677279778,0.7486593663063307,0.5868871537225738,0.10952255536482355,0.1178808132973431,0.11814734740882393,0.11913691717363598,0.05336354778582643,Cercospora_disease_otsu
8205.855223651968,8963.845782391398,5212.1721047794135,8154.199661668593,32.86576286764708,35.77313341022685,21.126914828431385,32.59363321799311,0.6875482789141696,0.701871831195918,0.710387527359724,0.709767212606955,0.4474033888628417,0.45634580277979253,0.4557474855747254,0.45982649700012274,0.7400449990351019,0.716056729453585,0.8347326228860463,0.7417023319665536,0.20016979236595517,0.20825149171473328,0.20770577060768453,0.21144040734340389,0.050132471255551724,Cercospora_disease_otsu
13220.921338848035,13884.915847750857,8065.520419730396,13766.841061130322,52.856694240196056,55.36149173394841,32.64097732843137,54.90051518646669,0.5335362192671844,0.5578182024777365,0.5721680660758158,0.5591688408777618,0.30884484007105,0.3216449919080997,0.3231825702772264,0.3223271987454384,0.588650483575066,0.5680479856124803,0.749072387139497,0.5717205919944497,0.09538513523851247,0.10345550081956154,0.10444697373099437,0.10389482305108136,0.054422172770244116,Cercospora_disease_otsu
9722.655729166665,10284.685382545187,5637.233149509807,10169.271664744329,38.9335477941177,41.05760861207227,22.91715686274512,40.60779700115344,0.6284853414469229,0.6493448117513425,0.6600592715744521,0.649071695561024,0.3809659014257511,0.3931671116344378,0.39366195065881504,0.39283949647797894,0.6962865860817012,0.6787231347118694,0.8237914602572348,0.6823275775490311,0.14513501804913512,0.15458037767096647,0.15496973139650333,0.15432286999307204,0.04926797540692455,Cercospora_disease_otsu
